FECHA,HORA,UBICACION,COORDENADAS
2025-01-25,17:37:00,ECUADOR 237       Colonia  NUEVO AMANECER 1 APODACA NL,
2025-01-25,18:35:00,AV CONCEPCION BARRAGAN CIPRES  25 76471  100 25738  Colonia  ENRAMADA 7 APODACA NL,
2025-01-25,19:04:00,BOSQUE DE CAOBA 137  COL BOSQUES DE SAN MIGUEL 2 APODACA NL,
2025-01-25,20:11:00,MANUELA HERRERA MARIA PETRA TERUEL  25 76713  100 26626  COL  MUJERES ILUSTRES FOM 4 APODACA NL,
2025-01-25,20:27:00,HORTENSIA LOTO  LOTO 413  COL  HACIENDA LAS MARGARITAS 4 APODACA NL,
2025-01-25,20:48:00,ANT CAM A PESQUERIA 0  COL  EN LA ENTRADA DEL PARQUE INDUSTRIAL LA SILLA,
2025-01-25,20:56:00,AARON LOZANO MORELOS NTE  25 786214  100 190478     COL  MUNICIPIO DE APODACA APODACA NL,
2025-01-25,21:43:00,RIO DE LA PLATA RIO PANUCO  RIO DE LA PLATA 520  COL PUEBLO NUEVO 2 APODACA NL,
2025-01-25,21:47:00,BOSQUE DE MORA BOSQUE DE SICOMORO  BOSQUE DE SICOMORO 207    COL  BOSQUES DE SAN MIGUEL 2 APODACA NL,
2025-01-25,22:15:00,PRIV SAYULA 302  COL  NORIA NORTE FOM 39 APODACA NL,
2025-01-25,22:22:00,LOMAS DEL CARIBE 317     COL  LOMAS DE LA PAZ APODACA NL,
2025-01-25,22:26:00,RIO SAN LORENZO 131  COL  PUEBLO NUEVO 3 APODACA NL,
2025-01-25,22:46:00,PRIV ATENGO 119  COL  NORIA NORTE FOM 39 APODACA NL,
2025-01-25,22:54:00,MUNICH 614  COL  VALLE DE APODACA 3 APODACA NL,
2025-01-25,23:49:00,RIO GRIJALVA RIO LA SILLA  25 76239  100 1663   RIO GRIJALVA 225  COL  PUEBLO NUEVO 1 APODACA NL,
2025-01-26,00:08:00,CHILENOS 120  COL  ROBERTO ESPINOZA APODACA NL,
2025-01-26,00:13:00,JARDINES DE LA PRIMAVERA 1147  COL  BALCONES DEL NORTE 3 APODACA NL,
2025-01-26,01:01:00,N 33 O PRIMERA  25 795422  100 256431  N 33 106  COL METROPLEX 2 APODACA NL,
2025-01-26,03:08:00,AV DE LA CONCORDIA ALCANFOR  AV DE LA CONCORDIA 301     COL  BOSQUE REAL 1,
2025-01-26,03:42:00,MIGUEL ANGEL 413     COL  MISION REAL 2 APODACA NL,
2025-01-26,04:02:00,AVEIRO LISBOA  AVEIRO 1133  COL  ALTARIA RESIDENCIAL APODACA NL,
2025-01-26,04:07:00,GUATEMALTECOS INDIOS  INDIOS 229  COL ROBERTO ESPINOZA APODACA NL,
2025-01-26,04:41:00,MISION SANTO DOMINGO 238  COL  MISION DE HUINALA 1 APODACA NL,
2025-01-26,04:56:00,ALBARICOQUES 415  COL  CORTIJO DE LAS PALMAS APODACA NL,
2025-01-26,06:47:00,ITALIA PORTUGAL  PORTUGAL 147  COL  NUEVO AMANECER 2 APODACA NL,
2025-01-26,08:37:00,TRUENO 504      COLONIA   BOSQUE REAL 1 APODACA NL,
2025-01-26,08:58:00,HUMBERTO RAMOS LOZANO AV LAS PALMAS   COLONIA  VALLE DE SALDUERO,
2025-01-26,09:08:00,JARILLA 731     COLONIA  EBANOS 3 APODACA NL,
2025-01-26,09:15:00,SANTA ISABEL 513    COLONIA   VALLE DE SAN ANDRES 1 APODACA NL,
2025-01-26,10:10:00,DALIA AV GIRASOL  COLONIA   HACIENDA LAS MARGARITAS 3 APODACA NL,
2025-01-26,10:13:00,DALIA AV GIRASOL  COLONIA   HACIENDA LAS MARGARITAS 3 APODACA NL,
2025-01-26,10:15:00,ARENAL PONCITLAN    COLONIA   NORIA SUR FOM 38 APODACA NL,
2025-01-26,10:55:00,MORELOS 101  COLONIA    SAN MIGUEL APODACA NL,
2025-01-26,11:27:00,PASEO ZARAGOZA 311  COLONIA     RINCONADA COLONIAL URBANO 6 APODACA NL,
2025-01-26,14:20:00,LEPUS 234     COLONIA    CIUDAD NATURA APODACA NL,
2025-01-26,15:20:00,ACEROS 410  COLONIA  NUEVO MEZQUITAL APODACA NL,
2025-01-26,16:08:00,PERLA 313  COLONIA   PRIVADAS CANTERAS APODACA NL,
2025-01-26,17:11:00,CLAVELES 234  COLONIA     JARDINES DE SAN ANDRES 1 APODACA NL,
2025-01-26,17:20:00,GERTRUDIS BOCANEGRA 519       COLONIA   MUJERES ILUSTRES FOM 4 APODACA NL,
2025-01-26,17:38:00,PRIV PABLO A DE LA GARZA 234  COLONIA   HUINALA APODACA NL,
2025-01-26,17:40:00,CIPRES DEL MANDARINO      COLONIA     ENRAMADA 5 APODACA NL,
2025-01-26,19:17:00,PASEO RETAMAS 114   Colonia  FRACC PASEO DE LOS NOGALES SANTA ROSA APODACA NL,
2025-01-26,20:14:00,CARPE 215          Colonia  LOS TRES NOGALES APODACA NL,
2025-01-26,20:31:00,AV MIGUEL ALEMAN PUENTE PEATONAL  25 789375  100 145084    Colonia  MUNICIPIO DE APODACA APODACA NL,
2025-01-26,20:39:00,INDEPENDENCIA MORELOS              Colonia  U H INDEPENDENCIA CROC 2 APODACA NL,
2025-01-26,20:52:00,DRACO ARA  ARA              Colonia  CIUDAD NATURA APODACA NL,
2025-01-26,22:11:00,AV METROPLEX S 12  25 78495  100 25307   Colonia  METROPLEX 1 APODACA NL,
2025-01-26,23:55:00,AV MIGUEL ALEMAN AV,
2025-01-27,00:54:00,AV LOS PINOS 204        Colonia  LOS PINOS 1 APODACA NL,
2025-01-27,00:59:00,RIO MISOURI 317      PUEBLO NUEVO 2 APODACA NL,
2025-01-27,01:07:00,AV LOS PINOS HACIENDA EL BARRIAL  25 77566  100 24978 AV LOS PINOS 204 Colonia  LOS PINOS 1 APODACA NL,
2025-01-27,04:22:00,JARDINES DEL DESIERTO JARDINES DEL PINO  JARDINES DEL DESIERTO 302 25 81385  100 26149          Colonia  JARDINES DE MONTERREY 1 APODACA NL,
2025-01-27,08:01:00,MUNICIPIO DE APODACA APODACA NL  25 700964  100 133199,
2025-01-27,09:29:00,RIO DE LA PLATA 520 RIO SAN LORENZO  COL  PUEBLO NUEVO 2 APODACA NL COORDENDAS  25 760599   100 155797,
2025-01-27,09:36:00,AV ANDROMEDA 241   ANTARES  COL  COSMOPOLIS APODACA NL,
2025-01-27,09:48:00,AV GALAXIA CAM REAL MEZQUITAL SANTA ROSA  COL  EBANOS NORTE 1 APODACA NL,
2025-01-27,10:04:00,SANTA ISABEL 513  COL  SANTA ISABEL APODACA NL,
2025-01-27,11:23:00,AV REAL DE SANTA ROSA FLAMENCO REAL SANTA ROSA  AV REAL DE SANTA ROSA 529  COL  PASEOS DE SANTA ROSA 2 APODACA NL,
2025-01-27,11:40:00,TERRACOTA 230 ROTONDA ESMERALDA  COL  LOS MURALES APODACA NL,
2025-01-27,13:50:00,AV GUAJILLO AV SICOMORO  COL  EBANOS NORTE 4 APODACA NL,
2025-01-27,14:24:00,PRIV ZAPOPAN 202 LAGOS DE MORENO  COL  NORIA NORTE FOM 39 APODACA NL,
2025-01-27,14:36:00,AV MIGUEL ALEMAN PUENTE LA CHONA  COL  KALOS MIGUEL ALEMAN APODACA NL,
2025-01-27,15:19:00,IRAN 724 VENEZUELA  COL  PRADOS DE LA CIENEGUITA APODACA NL,
2025-01-27,18:14:00,ESTADOS UNIDOS 100 MEXICO  COL  PARQUE INDUSTRIAL HUINALA APODACA NL COORDENADAS  25 7618  100 17499,
2025-01-27,18:54:00,MIXCOAC 616 CHICHAROS  COL  MIXCOAC APODACA NL COORDENADAS  25 71531   100 18279,
2025-01-27,19:14:00,1 DE MAYO 123    COLONIA SANTA TERESITA APODACA NL,
2025-01-27,19:19:00,ELIAS FLORES SUR GARZA GARCIA OTE COLONIA  CENTRO DE APODACA APODACA NL,
2025-01-27,19:20:00,N9   E SEGUNDA   AV METROPLEX   COL  METROPLEX,
2025-01-27,19:28:00,LA ENCARNACION 303 COLONIA VALLE DE HUINALA 2 APODACA NL,
2025-01-27,21:41:00,N 7 322    COLONIA   METROPLEX 1 APODACA NL,
2025-01-27,21:52:00,ACEZINTLE CARR APODACA JUAREZ   COLONIA  PASEO DE LA LOMA 1 APODACA NL,
2025-01-27,22:43:00,ORQUIDEA 104      COLONIA  FRESNOS NORTE APODACA NL,
2025-01-27,22:59:00,AV MIGUEL ALEMAN BLVD ARCO VIAL LAT MIGUEL ALEMAN  COLONIA  PROLOGIS PARK DE APODACA APODACA NL,
2025-01-28,01:11:00,TURQUESA 307    COLONIA  JOYAS DEL PEDREGAL APODACA NL,
2025-01-28,01:39:00,ECUADOR 237      COLONIA  NUEVO AMANECER 1 APODACA NL,
2025-01-28,02:20:00,RUMANOS 241     COLONIA  ROBERTO ESPINOZA APODACA NL,
2025-01-28,02:30:00,PIXIS 216    COLONIA  CIUDAD NATURA APODACA NL,
2025-01-28,06:23:00,AV ENCINOS 205  COLONIA  LOS ENCINOS APODACA NL,
2025-01-28,07:03:00,AV,
2025-01-28,07:37:00,AV,
2025-01-28,11:09:00,DIONE AV ANDROMEDA  DIONE 316    Colonia  COSMOPOLIS APO,
2025-01-28,12:12:00,AV MARGARITO GARZA GONZALEZ AV,
2025-01-28,12:35:00,NEMESIO GARCIA NARANJO 428    Colonia  MOISES SAENZ APODACA NL,
2025-01-28,15:03:00,CLAUDIA 436        Colonia  LOS PINCELES APODACA NL,
2025-01-28,15:05:00,AV GALAXIA 661       Colonia  HACIENDA SANTA ISABEL 1 APODACA NL,
2025-01-28,16:50:00,ESPEJO DE AGUA AV LAS FLORES,
2025-01-28,19:16:00,BERMELLON 130 ULTRAMAR  COL  LOS MURALES APODACA NL   COORDENADAS  25 803146300675973   100 22255493206455,
2025-01-28,19:28:00,SAN PATRICIO 512 SANTA ISABEL  COL  SAN BENITO APODACA NL    COORDENADAS  25 749987  100 151520,
2025-01-28,19:32:00,COREA 324 ATITLAN  COL  NUEVO AMANECER 1 APODACA NL,
2025-01-28,19:42:00,ABSALON LOZANO 117 JONAS GARCIA  COL SANTA ROSA APODACA NL,
2025-01-28,20:04:00,LOBELIA 400 LIRIOS  COL  HACIENDA LAS MARGARITAS 6 APODACA NL,
2025-01-28,20:34:00,RIO GRANDE 221 RIO SANTA CRUZ  COL  PRIVADAS DE SANTA ROSA 1 APODACA NL,
2025-01-28,21:20:00,AV MIGUEL ALEMAN AV CONCORDIA  COL  MUNICIPIO DE APODACA APODACA NL   PLAZA SENDERO LA FE POR LA PUERTA PRINCIPAL DE SORIANA,
2025-01-28,21:38:00,ELIAS FLORES SUR GARZA GARCIA OTE   COL MODERNO APODACA   BARANDILLA,
2025-01-28,22:44:00,AV DE LA CONCORDIA AV AFGANISTAN  COL  HACIENDA SANTA ISABEL 1 APODACA NL,
2025-01-28,23:28:00,BOSQUE DE LOS ENCINOS 227 AV BOSQUE DE SAN MIGUEL  COL BOSQUES DE SAN MIGUEL 1 APODACA NL,
2025-01-29,01:53:00,AV RIO BALSAS 200 RIO SALADO  COL  PUEBLO NUEVO 3 APODACA NL,
2025-01-29,05:09:00,ACATLAN 119 CUQUIO  COL  NORIA NORTE FOM 39 APODACA NL COORDENADAS  25 73307   100 19331,
2025-01-29,07:11:00,VILLA CARTAGENA 433   COLONIA  VILLAS DE SAN CARLOS 2 APODACA NL,
2025-01-29,08:15:00,MADERO RUGO  COLONIA    BALCONES DEL MEZQUITAL APODACA NL,
2025-01-29,09:21:00,DEL PALO BLANCO 708    COLONIA  FRESNOS 4 APODACA NL,
2025-01-29,12:56:00,AV MIGUEL ALEMAN AV,
2025-01-29,13:53:00,ABASOLO OTE MORELOS SUR      COLONIA  CENTRO DE APODACA APODACA NL,
2025-01-29,13:59:00,GUAYANA 114  COLONIA  LOMAS DEL PEDREGAL APODACA NL,
2025-01-29,16:27:00,1 DE MAYO 111  COLONIA  LA CONDESA APODACA NL,
2025-01-29,16:45:00,AV ISIDORO SEPULVEDA MARTINEZ 760  COLONIA  PARQUE INDUSTRIAL MULTIPARK APODACA NL,
2025-01-29,17:18:00,N 23 304           COLONIA  METROPLEX 2 APODACA NL,
2025-01-29,17:44:00,RIO AMAZONAS 130      COLONIA  PUEBLO NUEVO 3 APODACA NL,
2025-01-29,18:11:00,ANT CAM A SANTO DOMINGO AV DE LA CONCORDIA    COLONIA  PRIVALIA CONCORDIA 1 APODACA NL,
2025-01-29,19:17:00,ANT CAM A AGUA FRIA ARCO VIAL            Colonia  RESIDENCIAL APODACA 1 APODACA NL,
2025-01-29,20:04:00,FUJIYAMA 209       COLONIA BALCONES DE SANTA ROSA APODACA NL,
2025-01-29,20:20:00,JUAREZ OTE ZARAGOZA NTE      Colonia  CENTRO DE APODACA APODACA NL,
2025-01-29,20:21:00,AV MIGUEL ALEMAN AV,
2025-01-29,20:47:00,VILLA CATALUNA 328            Colonia  VILLAS DE SAN CARLOS 3 APODACA NL,
2025-01-29,21:31:00,RIO PASTAZA RIO ACONCAGUA  RIO PASTAZA 816      COL   PUEBLO NUEVO 5 APODACA NL,
2025-01-29,21:46:00,IGNACIO LUIS VALLARTA REFORMA PTE  REFORMA PTE 511 Colonia  CASAS REALES APODACA NL,
2025-01-29,21:57:00,GARZA GARCIA ELIAS FLORES COL CENTRO DE APODACA,
2025-01-29,22:03:00,AV,
2025-01-29,22:36:00,ANT CAM A SANTO DOMINGO CONSTITUCION  25 763508  100 242059   Colonia  EL MEZQUITAL APODACA NL,
2025-01-29,22:39:00,LOS RELICES 125   Colonia  LOS PRADOS RESIDENCIAL APODACA NL,
2025-01-29,23:19:00,ELIAS FLORES SUR GARZA GARCIA OTE      Colonia  CENTRO DE APODACA APODACA NL,
2025-01-30,02:21:00,ARANDAS GUADALAJARA  GUADALAJARA 307    Colonia  NORIA NORTE FOM 39 APODACA NL,
2025-01-30,03:36:00,ESTADO DE JALISCO 303             Colonia  NORIA NORTE FOM 39 APODACA NL,
2025-01-30,04:06:00,GARZA GARCIA OTE ELIAS FLORES SUR    Colonia  CENTRO DE APODACA APODACA NL,
2025-01-30,05:43:00,HACIENDA DE GUADALUPE HACIENDA SAN ROQUE  25 775251  100 250778  Colonia  LOS PINOS 1 APODACA NL,
2025-01-30,06:18:00,10 DE AGOSTO DIEGO DIAZ DE BERLANGA  25 811547  100 249676     Colonia  SANTA ELENA APODACA NL,
2025-01-30,06:49:00,AV DE LA CONCORDIA SORRENTO  25 77453  100 20432  AV DE LA CONCORDIA Colonia  MOLINOS DE SAN FRANCISCO APODACA NL,
2025-01-30,06:55:00,FINLANDIA IRLANDA         Colonia  JARDINES DE APODACA APODACA NL,
2025-01-30,08:14:00,RIO SENA 1119 RIO NILO  COL  RESIDENCIAL PALMAS 1 APODACA NL   COORDENADAS  25 76264   100 24338,
2025-01-30,08:21:00,HACIENDA DE GUADALUPE 235 HACIENDA EL BARRIAL  COL  LOS PINOS 1 APODACA NL,
2025-01-30,08:31:00,AV ALBORADA AV RUIZ CORTINES PROL RUIZ CORTINES  COL  MUNICIPIO DE APODACA APODACA NL     COORDENADAS  25 700631  100 131787,
2025-01-30,08:47:00,FINLANDIA 244 IRLANDA  COL   JARDINES DE APODACA APODACA NL,
2025-01-30,09:05:00,BLVD MILENIUM 304 BLVD TRATADO DE LIBRE COMERCIO  COL  PARQUE INDUSTRIAL MILENIUM APODACA NL COORDENADAS  25 77765   100 13337,
2025-01-30,09:41:00,FENIX PALMERA  EBANOS NORTE 2 APODACA NL,
2025-01-30,09:44:00,AV MIGUEL ALEMAN PUENTE MIGUEL ALEMAN CONCORDIA  COL  PARQUE INDUSTRIAL KALOS APODACA NL,
2025-01-30,10:57:00,AV ANDROMEDA JAPETO  COL  COSMOPOLIS APODACA NL COORDENADAS  https   www google com maps q 25 814550  100 244840 z 18,
2025-01-30,12:42:00,JARDINES DEL BOSQUE 275  COL JARDINES DE MONTERREY 3 APODACA NL   https   maps app goo gl yQuvJHChvijF2LRZ9,
2025-01-30,13:49:00,JUAN ALDAMA 701 ALLENDE  COL  U H INDEPENDENCIA CROC 1 APODACA NL COORDENADAS  https   maps app goo gl wyaswpfy7v1Dq9788,
2025-01-30,14:29:00,LOMAS DE BULGARIA 405 LOMAS DE GRANADA  COL  LOMAS DE LA PAZ APODACA NL,
2025-01-30,16:48:00,FERROL 745 LA CORUÑA  COL  RINCON DE GALICIA 1 APODACA NL COORDENADAS  25 817844   100 15276,
2025-01-30,17:25:00,ANT CAM A SANTO DOMINGO 900ª EMILIANO ZAPATA  COL  EJIDO EL MEZQUITAL APODACA NL COORDENADAS  https   maps app goo gl YnQpWUE66YbXhzHz6,
2025-01-30,17:36:00,SANTA CLARA 106 SANTA ELENA  COL  ANTIGUA SANTA ROSA APODACA NL COORDENADAS  25 788414   100 224927,
2025-01-30,18:11:00,BLVD GARZA PONCE CAM A LA CIENEGA  COL  MUNICIPIO DE APODACA APODACA NL COORDENADAS  25 796374   100 210732,
2025-01-30,18:27:00,OMEGA 233 EUTERPE  COL  SAN MIGUEL GOLONDRINAS 3 APODACA NL COORDENADAS  25 73173   100 17544,
2025-01-30,18:59:00,EUCALIPO 206 ALAMO  COL  PRADOS DE SANTA ROSA APODACA NL,
2025-01-30,19:58:00,CERRO HUEHUE CERRO LA VIGA  COLONIA  MIRADOR DE APODACA APODACA NL,
2025-01-30,20:36:00,SAN DIEGO 414    COLONIA  SANTA FE 2 APODACA NL,
2025-01-30,20:45:00,SAN JORGE 604     COLONIA  VALLE DE SAN ANDRES 2 APODACA NL,
2025-01-30,21:19:00,MIRTO 323     COLONIA  ARTEMIO TREVINO APODACA NL,
2025-01-30,21:54:00,NISPEROS MANANTIAL     COLONIA  CORTIJO DE LAS PALMAS APODACA NL,
2025-01-30,22:22:00,RIO MAYO 616     COLONIA  SAN ISIDRO 2 APODACA NL,
2025-01-30,22:35:00,DEL NISPERO 121      COLONIA  FRESNOS 9 APODACA NL,
2025-01-31,00:22:00,AV,
2025-01-31,00:23:00,ARCE 816    COLONIA  JACARANDAS 1 APODACA NL,
2025-01-31,01:33:00,MIRTO 323     COLONIA  ARTEMIO TREVINO APODACA NL,
2025-01-31,02:17:00,MONET 521    COLONIA  MISION REAL 2 APODACA NL,
2025-01-31,02:24:00,DEL ABEDUL 143  COLONIA  FRESNOS 9 APODACA NL,
2025-01-31,03:57:00,ALEMANIA 1123    COLONIA  NUEVO AMANECER 1 APODACA NL,
2025-01-31,04:01:00,GENOVA 321       COLONIA  NUEVO LAS PUENTES 2 APODACA NL,
2025-01-31,04:58:00,AV MIGUEL ALEMAN AV POLITECNICA    COLONIA  MUNICIPIO DE APODACA APODACA NL,
2025-01-31,05:05:00,SANTA ROSALIA 452     COLONIA  SANTA FE 2 APODACA NL,
2025-01-31,06:09:00,DALIAS LAS NUBES      COLONIA  ARBOLADA FRACCIONAMIENTO APODACA NL,
2025-01-31,08:03:00,PORTAL DE HUINALA PORTAL DE SEGOVIA RIO MISSOURI Colonia  PORTAL DE HUINALA APODACA NL,
2025-01-31,08:28:00,AV ANDROMEDA TITANIA        Colonia  COSMOPOLIS APODACA NL,
2025-01-31,08:47:00,MIRADOR DE APODACA,
2025-01-31,09:22:00,ELIAS FLORES SUR GARZA GARCIA OTE Colonia  CENTRO DE APODACA APODACA NL,
2025-01-31,11:20:00,AV DE LAS VIOLETAS FERROL  FERROL 167      Colonia  PRADERAS 2 APODACA NL,
2025-01-31,12:38:00,IRLANDA AV LA ESPERANZA ESPERANZA  IRLANDA      Colonia  NUEVA DEMOCRACIA APODACA NL,
2025-01-31,12:46:00,ALDAMA AV 16 DE SEPTIEMBRE  ALDAMA 701   Colonia  U H INDEPENDENCIA CROC 1 APODACA NL,
2025-01-31,13:38:00,AV E SEXTA 251         Colonia  MISION DE FUNDADORES 2 APODACA NL,
2025-01-31,13:42:00,RIO NILO 355      Colonia  PUEBLO NUEVO 3 APODACA NL,
2025-01-31,14:10:00,LAGUNA DE LOS CASTILLOS 128 Colonia  PRIVADAS DE SANTA ROSA 1 APODACA NL,
2025-01-31,14:32:00,SAN ESTEBAN SAN FERMIN  SAN ESTEBAN 134  Colonia  CAPELLANIA RESIDENCIAL APODACA NL,
2025-01-31,14:50:00,ALAMO TRUENO  TRUENO 504         Colonia  BOSQUE REAL 1 APODACA NL,
2025-01-31,15:18:00,RIO COLORADO 318                                  Colonia  PUEBLO NUEVO 2 APODACA N,
2025-01-31,15:26:00,BOSQUE DE PALISANDRO 129                  Colonia  BOSQUES DE SAN MIGUEL 2 APODACA NL,
2025-01-31,15:48:00,B MILIMEX REYNALDO SANCHEZ  25 75169  100 19582 JOSE G GARCIA 550 Colonia  PARQUE INDUSTRIAL MILIMEX APODACA APODACA NL,
2025-01-31,16:14:00,AV DE LA CONCORDIA CAM REAL MEZQUITAL SANTA ROSA  25 78443  100 23654  AV CONCORDIA 801 Colonia  MISION DE SAN JOSE 1 APODACA NL,
2025-01-31,16:37:00,CAM A TRACTO PARTES ALSA GASPAR CASTANO  25 7168  100 1682 Colonia  MUNICIPIO DE APODACA APODACA NL,
2025-01-31,17:50:00,PETRA ZAMBRANO ANO INTERNACIONAL DE LA MUJER   Colonia  MUJERES ILUSTRES FOM 4 APODACA NL,
2025-01-31,19:16:00,N 3 E SEGUNDA  COL  METROPLEX 1 APODACA NL,
2025-01-31,19:21:00,AV GASODUCTO 202 BLVD JESUS DIONISIO GONZALEZ  COL  EX HACIENDA SANTA ROSA APODACA NL,
2025-01-31,19:43:00,DESIERTO SALADO DE UTAH 431 DESIERTO THAR  COL  BALCONES DE HUINALA 2 APODACA NL,
2025-01-31,20:26:00,LINCE 123   AV ANDROMEDA  COL  COSMOPOLIS 8 APODACA NL,
2025-01-31,20:29:00,LOMAS DE URUGUAY 410 LOMAS DE MONTERREY  COL  LOMAS DE LA PAZ APODACA NL,
2025-01-31,20:45:00,AV LAS PALMAS EUSTOLIA  COL  PASEO DE LAS PALMAS 1 APODACA NL COORDENADAS  25 77422   100 26517,
2025-01-31,21:31:00,VALLE FERTIL 220 VALLE PLANO  COL  VALLE DEL MEZQUITAL APODACA NL,
2025-01-31,23:46:00,TONILA 129 TECATITLAN  COL  NORIA NORTE FOM 39 APODACA NL COORDENADAS  https   maps app goo gl BrB2yfGaKp2Bynyw7,
2025-01-31,23:51:00,ARGENTINOS 104 LIBANESES  COL  ROBERTO ESPINOZA APODACA NL,
2025-01-31,23:53:00,FEDERICO GARCIA LORCA 921 MANUEL AZUELA  COL  SANTA CECILIA 1 APODACA NL,
2025-01-31,23:56:00,HUNGAROS LIBANESES  COL  ROBERTO ESPINOZA APODACA NL,
2025-02-01,00:45:00,PABLO A DE LA GARZA 516 PRIV PABLO A DE LA GARZA  COL  HUINALA APODACA NL,
2025-02-01,01:03:00,CLAVEL 329 DALIA  COL  ARTEMIO TREVINO APODACA NL,
2025-02-01,02:35:00,PARIS 831 AV DE LAS FLORES  COL  PASEO DE LAS FLORES 1 APODACA NL,
2025-02-01,02:38:00,TOLIMAN 305 LAGOS DE MORENO  COL  NORIA NORTE FOM 39 APODACA NL COORDENADAS  https   maps app goo gl Gh2QdMU53qt4njGG6,
2025-02-01,02:39:00,DEL NARANJO 221   DE LAS LILAS  COL  FRESNOS 1 APODACA NL,
2025-02-01,03:19:00,MIRANDA 161 SIRIO  COL  COSMOPOLIS APODACA NL,
2025-02-01,04:08:00,BULGARIA 303 CUBA  CO  NUEVO AMANECER 1 APODACA NL COORDENADAS  25 77991   100 25129,
2025-02-01,05:05:00,OCTAVIO PAZ 2019 LIMA  COL  SANTA CECILIA 8 APODACA NL,
2025-02-01,07:50:00,GARZA REAL 301     COLONIA  ENRAMADA 4 APODACA NL     HORA  07 47,
2025-02-01,08:30:00,VALLE DE SAN LUIS 624B       COLONIA  VALLE DE HUINALA 5 APODACA NL        HORA  08 28,
2025-02-01,09:28:00,MORELOS SUR 523  COLONIA  CENTRO DE APODACA APODACA NL       HORA  09 19,
2025-02-01,10:19:00,PRIV GUAJARDO CARR APODACA JUAREZ  COLONIA  PARQUE INDUSTRIAL APODACA 1 APODACA NL   HORA  09 59,
2025-02-01,10:28:00,SAN RAFAEL 205  COLONIA  COLINAS DE SAN MIGUEL APODACA NL     HORA  10 20,
2025-02-01,11:40:00,RIO PILON    RIO LA PAZ  COL  PUEBLO NUEVO,
2025-02-01,12:15:00,MARMOL158    COLONIA  VALTERRA RESIDENCIAL APODACA NL       HORA  12 14,
2025-02-01,14:15:00,PRIV ARANDAS 222           COLONIA  NORIA NORTE FOM 39 APODACA NL      HORA  14 14,
2025-02-01,14:36:00,PASEO DEL MADRONO 312     COLONIA  PASEO DE LOS NOGALES APODACA NL     HORA  14 35,
2025-02-01,16:08:00,ANT CARR A ROMA E KM 10 BLVD CARLOS SALINAS DE GORTARI  COLONIA  MUNICIPIO DE APODACA APODACA NL       HORA  16 04,
2025-02-01,16:27:00,RIO NIGER 805     COLONIA  PUEBLO NUEVO 4 APODACA NL          HORA  16 26,
2025-02-01,17:37:00,UGANDA 514    COLONIA  PRADOS DE LA CIENEGUITA APODACA NL     HORA  17 36,
2025-02-01,18:02:00,LOMAS DEL TIBET 339  COLONIA  LOMAS DE LA PAZ APODACA NL     HORA  18 00,
2025-02-01,18:06:00,AV DEL LAGO BLVD JESUS DIONISIO GONZALEZ  COLONIA  PRIVADAS DE SANTA ROSA 1 APODACA NL        HORA  17 57,
2025-02-01,18:50:00,AV MEXICO 106     COLONIA  NORIA NORTE FOM 39 APODACA NL          HORA  18 449,
2025-02-01,19:16:00,MISION BILBAO MISION SANTANDER  25 740651  100 145343  MISION BILBAO 106   Colonia  MISION SAN PABLO 1 APODACA NL,
2025-02-01,19:41:00,Kanabalu  113 y Popocatépetl  colonia Balcones de Santa Rosa,
2025-02-01,19:50:00,Ceiba  924 y Avenida Framboyán  colonia Ébanos 7  sector,
2025-02-01,21:47:00,AV ESTELARIS AV METROPLEX  25 79688  100 25359   ESTELARIS 202      Colonia  METROPLEX 2 APODACA NL,
2025-02-01,22:16:00,CARR A DULCES NOMBRES PORTAL DE LEGANUS  CARR A DULCES NOMBRES Colonia  PORTAL DE HUINALA APODACA NL,
2025-02-01,22:48:00,CHIPRE FRANCIA PRIV CHIPRE  CHIPRE 311        NUEVO AMANECER 1 APODACA NL,
2025-02-01,23:11:00,CANELO 839A          Colonia  ARBOLEDAS DE SANTA ROSA 4 APODACA NL,
2025-02-01,23:28:00,DINAMARCA PALERMO  25 75857  100 13358 PALERMO 409 Colonia  PASEO DE LAS FLORES 2 APODACA NL,
2025-02-01,23:50:00,FAISAN DROMO FAISAN 118         Colonia  NUEVO MEZQUITAL APODACA NL,
2025-02-01,23:51:00,PALERMO 409            Colonia  PASEO DE LAS FLORES 2 APODACA NL,
2025-02-02,02:10:00,NEMESIO GARCIA NARANJO 104      Colonia  MOISES SAENZ APODACA NL,
2025-02-02,02:29:00,JARDIN DE LOS COLORINES 267 Colonia  JARDINES DE SAN ANDRES 2 APODACA NL,
2025-02-02,03:13:00,SAN MARTIN 544              Colonia  SAN BENITO APODACA NL,
2025-02-02,04:56:00,Colonia  LOS TREBOLES APODACA NL   Colonia  LOS TREBOLES APODACA NL,
2025-02-02,08:46:00,RIO NILO Y RIO ORINOCO     COLONIA    PUEBLO NUEVO  DELEGACION,
2025-02-02,09:55:00,VALLE DE SAN LUIS 610A    COLONIA   VALLE DE HUINALA 5 APODACA NL,
2025-02-02,09:59:00,BORBOLLON 142    COLONIA   EL MANANTIAL 1 APODACA NL,
2025-02-02,10:45:00,MATAMOROS OTE JIMENEZ SUR  MATAMOROS 654    COLONIA   CENTRO DE APODACA APODACA NL,
